,house_id,name,price,description,url
43,2020043,维也纳国际酒店(西安兵马俑地铁站店),184,"秦陵北路78号,距华清宫2.3公里",image/nw_HCQZNxMmFa.jpg
44,2020044,美豪酒店(西安兵马俑华清宫店),429,"书院东路8号,距华清宫1.2公里",image/nw_000fAvoL.jpg
45,2020045,西安华清·爱琴海国际温泉酒店,733,"陕鼓大道8号,距华清宫2.3公里",image/nw_LSLBHIhhK2.jpg
46,2020046,如家酒店(西安临潼华清池店),129,"西花园路一号(华清池骊山对面),距华清宫1.5公里",image/nw_000cU0Fp.jpg
47,2020047,米糖主题智能酒店(西安兵马俑店),168,"人民东路14号,距华清宫2公里",image/nw_Hj1VrQfsyI.jpg
48,2020048,西安临潼悦椿温泉酒店,991,悦椿东路8号,image/nw_NnvXYmZczu.jpg
49,2020049,宜尚酒店(西安大雁塔店),317,"翠华路60号翰林世家小区,距大唐芙蓉园1.3公里",image/nw_W5zNgy2Vq0.jpg
50,2020050,美丽豪酒店(西安曲江大雁塔小寨会展中心店),411,"长安南路86A号长丰国际广场A座,距大唐芙蓉园3公里",image/nw_000dgnoq.jpg
51,2020051,西安福宁酒店,169,"长安南路101号,距大唐芙蓉园3公里",image/nw_L4hvWjnwNG.jpg
52,2020052,西安丽豪花园酒店,148,"广安路 中铁七局 斜对面,距西安世博园西安世博园公里",image/nw_000ec36E.jpg
53,2020053,维也纳国际酒店(西安国际会展中心浐灞店),274,"东三环与世博大道丝路会展中心十字角黄邓村安置小区南大门口14号楼商铺,距西安世博园1.7公里",image/nw_LHfSYwoyQw.jpg
54,2020054,如家酒店(西安浐灞商务中心东城大道店),147,"东城大道与柳虹路交汇处,距西安世博园2.5公里",image/nw_000dCPIh.jpg
55,2020055,西安锦江国际酒店,599,"浐灞生态区欧亚大道西段6号,距西安世博园4.2公里",image/nw_0004TadQ.jpg
