,spotlist_id,housemodel_id
739,2022034,2022168
740,2022035,2022047
741,2022035,2022046
742,2022035,2022048
743,2022035,2022051
744,2022035,2022052
745,2022035,2022050
746,2022035,2022053
747,2022035,2022055
748,2022035,2022261
749,2022035,2022262
750,2022036,2022079
751,2022036,2022020
752,2022036,2022084
753,2022036,2022082
754,2022036,2022023
755,2022036,2022081
756,2022036,2022083
757,2022036,2022080
758,2022036,2022093
759,2022036,2022085
760,2023001,2023000
761,2023001,2023001
762,2023001,2023002
763,2023001,2023003
764,2023001,2023004
765,2023001,2023005
766,2023001,2023006
767,2023001,2023007
768,2023001,2023008
769,2023001,2023009
770,2023002,2023010
771,2023002,2023011
772,2023002,2023012
773,2023002,2023013
774,2023002,2023014
775,2023002,2023015
776,2023002,2023016
777,2023002,2023017
778,2023002,2023018
779,2023002,2023019
780,2023003,2023020
781,2023003,2023021
782,2023003,2023022
783,2023003,2023023
784,2023003,2023024
785,2023003,2023025
786,2023003,2023026
787,2023003,2023027
788,2023003,2023028
789,2023003,2023029
790,2023004,2023030
791,2023004,2023031
792,2023004,2023007
793,2023004,2023032
794,2023004,2023009
795,2023004,2023033
796,2023004,2023001
797,2023004,2023034
798,2023004,2023035
799,2023004,2023036
800,2023005,2023037
801,2023005,2023038
802,2023005,2023039
803,2023005,2023040
804,2023005,2023041
805,2023005,2023042
806,2023005,2023043
807,2023005,2023044
808,2023005,2023045
809,2023005,2023046
810,2023006,2023047
811,2023006,2023048
812,2023006,2023049
813,2023006,2023050
814,2023006,2023051
815,2023006,2023052
816,2023006,2023053
817,2023006,2023054
818,2023006,2023055
819,2023006,2023056
820,2023007,2023057
821,2023007,2023058
822,2023007,2023059
823,2023007,2023060
824,2023007,2023061
825,2023007,2023062
826,2023007,2023063
827,2023007,2023064
828,2023007,2023065
829,2023007,2023066
830,2023008,2023067
831,2023008,2023068
832,2023008,2023069
833,2023008,2023070
834,2023008,2023071
835,2023008,2023072
836,2023008,2023073
837,2023008,2023074
838,2023008,2023075
839,2023008,2023076
840,2023009,2023047
841,2023009,2023048
842,2023009,2023049
843,2023009,2023050
844,2023009,2023051
845,2023009,2023052
846,2023009,2023053
847,2023009,2023054
848,2023009,2023055
849,2023009,2023056
850,2023010,2023077
851,2023010,2023078
852,2023010,2023079
853,2023010,2023080
854,2023010,2023081
855,2023010,2023082
856,2023010,2023083
857,2023010,2023084
858,2023010,2023085
859,2023010,2023086
860,2023011,2023002
861,2023011,2023087
862,2023011,2023088
863,2023011,2023089
864,2023011,2023090
865,2023011,2023091
866,2023011,2023092
867,2023011,2023093
868,2023011,2023094
869,2023011,2023095
870,2023012,2023000
871,2023012,2023095
872,2023012,2023003
873,2023012,2023002
874,2023012,2023004
875,2023012,2023001
876,2023012,2023096
877,2023012,2023097
878,2023012,2023098
879,2023012,2023005
880,2023013,2023047
881,2023013,2023048
882,2023013,2023049
883,2023013,2023050
884,2023013,2023051
885,2023013,2023052
886,2023013,2023053
887,2023013,2023054
888,2023013,2023055
889,2023013,2023056
890,2023014,2023000
891,2023014,2023095
892,2023014,2023003
893,2023014,2023002
894,2023014,2023004
895,2023014,2023001
896,2023014,2023096
897,2023014,2023097
898,2023014,2023098
899,2023014,2023005
900,2023015,2023000
901,2023015,2023095
902,2023015,2023003
903,2023015,2023002
904,2023015,2023004
905,2023015,2023001
906,2023015,2023096
907,2023015,2023097
908,2023015,2023098
909,2023015,2023005
910,2023016,2023099
911,2023016,"[2, 2023104]"
912,2023016,"[2, 2023001]"
913,2023016,"[2, 2023002]"
914,2023016,"[2, 2023007]"
915,2023016,"[2, 2023006]"
916,2023016,"[2, 2023105]"
917,2023016,"[3, 2023010]"
918,2023016,"[3, 2023009]"
919,2023016,"[3, 2023106]"
920,2023017,2023000
921,2023017,2023095
922,2023017,2023003
923,2023017,2023002
924,2023017,2023004
925,2023017,2023001
926,2023017,2023096
927,2023017,2023097
928,2023017,2023098
929,2023017,2023005
930,2023018,2023000
931,2023018,2023095
932,2023018,2023003
933,2023018,2023002
934,2023018,2023004
935,2023018,2023001
936,2023018,2023096
937,2023018,2023097
938,2023018,2023098
939,2023018,2023005
940,2023019,2023000
941,2023019,2023095
942,2023019,2023003
943,2023019,2023002
944,2023019,2023004
945,2023019,2023001
946,2023019,2023096
947,2023019,2023097
948,2023019,2023098
949,2023019,2023005
950,2023020,2023100
951,2023020,2023101
952,2023020,"[1, 2023109]"
953,2023020,"[1, 2023055]"
954,2023020,"[2, 2023002]"
955,2023020,"[2, 2023003]"
956,2023020,"[2, 2023007]"
957,2023020,"[2, 2023035]"
958,2023020,"[3, 2023009]"
959,2023020,"[3, 2023061]"
960,2023021,2023095
961,2023021,2023102
962,2023021,2023096
963,2023021,2023103
964,2023021,2023002
965,2023021,2023104
966,2023021,2023098
967,2023021,2023105
968,2023021,2023106
969,2023021,2023005
970,2023022,2023107
971,2023022,2023108
972,2023022,2023109
973,2023022,2023110
974,2023022,2023111
975,2023022,2023112
976,2023022,2023113
977,2023022,2023114
978,2023022,2023115
979,2023022,2023116
980,2023023,2023047
981,2023023,2023048
982,2023023,2023049
983,2023023,2023050
984,2023023,2023051
985,2023023,2023052
986,2023023,2023053
987,2023023,2023054
988,2023023,2023055
989,2023023,2023056
990,2023024,2023095
991,2023024,2023102
992,2023024,2023096
993,2023024,2023103
994,2023024,2023002
995,2023024,2023104
996,2023024,2023098
997,2023024,2023105
998,2023024,2023106
999,2023024,2023005
1000,2023025,2023049
1001,2023025,2023117
1002,2023025,2023050
1003,2023025,2023052
1004,2023025,2023054
1005,2023025,2023118
1006,2023025,2023048
1007,2023025,2023051
1008,2023025,2023119
1009,2023025,2023120
1010,2023026,2023095
1011,2023026,2023102
1012,2023026,2023096
1013,2023026,2023103
1014,2023026,2023002
1015,2023026,2023104
1016,2023026,2023098
1017,2023026,2023105
1018,2023026,2023106
1019,2023026,2023005
1020,2023027,2023121
1021,2023027,2023122
1022,2023027,2023123
1023,2023027,2023124
1024,2023027,2023125
1025,2023027,2023126
1026,2023027,2023127
1027,2023027,2023128
1028,2023027,2023129
1029,2023027,2023130
1030,2023028,2023099
1031,2023028,"[2, 2023104]"
1032,2023028,"[2, 2023001]"
1033,2023028,"[2, 2023030]"
1034,2023028,"[2, 2023002]"
1035,2023028,"[2, 2023048]"
1036,2023028,"[2, 2023036]"
1037,2023028,"[2, 2023037]"
1038,2023028,"[3, 2023010]"
1039,2023028,"[3, 2023106]"
1040,2023029,2023002
1041,2023029,2023087
1042,2023029,2023088
1043,2023029,2023089
1044,2023029,2023090
1045,2023029,2023091
1046,2023029,2023092
1047,2023029,2023093
1048,2023029,2023094
1049,2023029,2023095
1050,2023030,2023047
1051,2023030,2023048
1052,2023030,2023049
1053,2023030,2023050
1054,2023030,2023051
1055,2023030,2023052
1056,2023030,2023053
1057,2023030,2023054
1058,2023030,2023055
1059,2023030,2023056
1060,2023031,2023010
1061,2023031,2023011
1062,2023031,2023012
1063,2023031,2023013
1064,2023031,2023014
1065,2023031,2023015
1066,2023031,2023016
1067,2023031,2023017
1068,2023031,2023018
1069,2023031,2023019
1070,2023032,2023000
1071,2023032,2023095
1072,2023032,2023003
1073,2023032,2023002
1074,2023032,2023004
1075,2023032,2023001
1076,2023032,2023096
1077,2023032,2023097
1078,2023032,2023098
1079,2023032,2023005
1080,2023033,2023131
1081,2023033,2023132
1082,2023033,2023099
1083,2023033,2023008
1084,2023033,2023031
1085,2023033,2023000
1086,2023033,2023030
1087,2023033,2023004
1088,2023033,2023001
1089,2023033,2023033
1090,2023034,2023002
1091,2023034,2023087
1092,2023034,2023088
1093,2023034,2023089
1094,2023034,2023090
1095,2023034,2023091
1096,2023034,2023092
1097,2023034,2023093
1098,2023034,2023094
1099,2023034,2023095
1100,2023035,2023133
1101,2023035,2023134
1102,2023035,2023135
1103,2023035,2023136
1104,2023035,2023137
1105,2023035,2023138
1106,2023035,2023139
1107,2023035,2023140
1108,2023035,2023141
1109,2023035,2023142
1110,2023036,2023030
1111,2023036,2023031
1112,2023036,2023007
1113,2023036,2023032
1114,2023036,2023009
1115,2023036,2023033
1116,2023036,2023001
1117,2023036,2023034
1118,2023036,2023035
1119,2023036,2023036
1120,2023037,2023067
1121,2023037,2023068
1122,2023037,2023069
1123,2023037,2023143
1124,2023037,2023070
1125,2023037,2023071
1126,2023037,2023072
1127,2023037,2023073
1128,2023037,2023074
1129,2023037,2023075
1130,2023038,2023095
1131,2023038,2023096
1132,2023038,2023144
1133,2023038,2023098
1134,2023038,2023145
1135,2023038,2023103
1136,2023038,2023146
1137,2023038,2023147
1138,2023038,2023148
1139,2023038,2023088
1140,2023039,2023149
1141,2023039,2023150
1142,2023039,2023151
1143,2023039,2023152
1144,2023039,2023153
1145,2023039,2023154
1146,2023039,2023155
1147,2023039,2023156
1148,2023039,2023157
1149,2023039,2023158
1150,2023040,2023159
1151,2023040,2023160
1152,2023040,2023161
1153,2023040,2023162
1154,2023040,2023163
1155,2023040,2023164
1156,2023040,2023165
1157,2023040,2023166
1158,2023040,2023167
1159,2023040,2023168
